id,segment_id,city,state,latitude,longitude,road_type,pothole_count,crack_type,crack_count,weather,traffic_level,speed_limit_kmph,avg_vehicle_speed_kmph,rainfall_mm,visibility,surface_age_months,accident_history_count,accident_risk,immediate_action,maintenance_priority,authority_responsible,response_time_hours,repair_status,date_reported
1313,SEG-6755,Jaipur,Rajasthan,15.23817,85.88969,Highway,11,Edge Crack,5,Hot,Moderate,33,61,109.36,Foggy,11,10,Medium,Fill Pothole,Medium,Municipality,62,Not Repaired,2025-06-19
1314,SEG-7094,Mumbai,Maharashtra,22.90192,86.88851,Village Road,3,Transverse Crack,9,Hot,Low,97,58,115.89,Foggy,47,10,Medium,Fill Pothole,Medium,Highways Dept,11,Temporary Repair,2025-03-20
1315,SEG-8100,Warangal,Telangana,21.29908,85.23716,City Road,23,Edge Crack,29,Humid,Low,80,88,30.59,Clear,22,12,Critical,Immediate Barricade,Urgent,Panchayat,29,Temporary Repair,2025-11-13
1316,SEG-7950,Kochi,Kerala,13.35177,94.36898,City Road,1,Transverse Crack,3,Dry,Moderate,59,30,160.47,Clear,58,4,Low,Seal Cracks,Low,Highways Dept,10,Temporary Repair,2025-01-23
1317,SEG-4002,Nagpur,Maharashtra,15.55563,72.47132,Highway,10,Transverse Crack,16,Dry,Heavy,70,26,51.21,Clear,36,5,High,Resurface Road,High,Municipality,7,Not Repaired,2025-01-20
1318,SEG-1248,Coimbatore,Tamil Nadu,18.85072,81.77407,City Road,21,Longitudinal Crack,39,Humid,Moderate,66,39,63.68,Clear,18,3,Critical,Immediate Barricade,Urgent,Municipality,29,Not Repaired,2025-04-03
1319,SEG-9087,Hyderabad,Telangana,18.48972,86.69246,Highway,17,Edge Crack,6,Humid,Low,62,48,59.59,Poor,5,3,Medium,Fill Pothole,Medium,Highways Dept,49,Repaired,2025-02-06
1320,SEG-3660,Bengaluru,Karnataka,11.61497,68.68763,Village Road,10,Edge Crack,27,Hot,Low,97,21,131.55,Poor,44,4,High,Resurface Road,High,Panchayat,38,Repaired,2025-11-02
1321,SEG-8252,Mysuru,Karnataka,26.00582,77.02565,Highway,3,Edge Crack,21,Rainy,Heavy,49,70,91.07,Foggy,36,10,High,Resurface Road,High,Municipality,68,Not Repaired,2025-03-04
1322,SEG-1927,Nagpur,Maharashtra,26.07739,88.72202,Highway,8,Transverse Crack,23,Dry,Heavy,85,75,57.09,Foggy,8,3,High,Resurface Road,High,Municipality,38,Repaired,2025-08-06
1323,SEG-6205,Noida,Uttar Pradesh,16.62467,94.9142,Highway,8,Alligator Crack,19,Hot,Moderate,56,63,6.52,Foggy,11,5,High,Resurface Road,High,Highways Dept,45,Temporary Repair,2025-03-05
1324,SEG-6485,Udaipur,Rajasthan,25.02795,91.20482,Village Road,12,Edge Crack,26,Rainy,Moderate,51,58,184.94,Clear,30,15,Critical,Immediate Barricade,Urgent,Municipality,61,Temporary Repair,2025-01-13
1325,SEG-4831,Coimbatore,Tamil Nadu,11.07514,75.36799,Highway,2,Edge Crack,20,Rainy,Moderate,91,89,28.98,Poor,46,4,Medium,Fill Pothole,Medium,Highways Dept,29,Repaired,2025-03-23
1326,SEG-9262,Coimbatore,Tamil Nadu,25.98531,96.68249,Highway,2,Longitudinal Crack,9,Humid,Heavy,67,74,198.24,Poor,36,11,Medium,Fill Pothole,Medium,Panchayat,50,Not Repaired,2025-10-17
1327,SEG-8078,Udaipur,Rajasthan,20.34618,77.24534,Highway,18,Longitudinal Crack,1,Hot,Heavy,48,65,77.36,Clear,5,8,Medium,Fill Pothole,Medium,Highways Dept,38,Temporary Repair,2025-03-02
1328,SEG-7184,Udaipur,Rajasthan,27.82082,74.69536,Highway,1,Longitudinal Crack,19,Dry,Moderate,79,36,117.52,Poor,17,2,Medium,Fill Pothole,Medium,Highways Dept,4,Not Repaired,2025-02-12
1329,SEG-3031,Hyderabad,Telangana,19.65536,73.70726,Village Road,20,Edge Crack,1,Humid,Moderate,31,70,136.86,Foggy,19,5,Medium,Fill Pothole,Medium,Highways Dept,64,Temporary Repair,2025-05-28
1330,SEG-3238,Indore,Madhya Pradesh,25.56563,86.31831,Highway,10,Longitudinal Crack,1,Hot,Low,37,63,44.36,Foggy,10,11,Medium,Fill Pothole,Medium,Municipality,36,Repaired,2025-09-20
1331,SEG-7346,Bengaluru,Karnataka,8.85611,88.47198,Village Road,8,Longitudinal Crack,23,Humid,Moderate,54,74,118.09,Foggy,32,1,High,Resurface Road,High,Municipality,32,Repaired,2025-01-07
1332,SEG-1756,Mysuru,Karnataka,21.37796,72.20961,Highway,19,Alligator Crack,14,Hot,Heavy,75,79,3.73,Foggy,4,5,High,Resurface Road,High,Municipality,38,Repaired,2025-04-10
1333,SEG-9370,Mumbai,Maharashtra,26.85945,93.61073,Village Road,12,Alligator Crack,26,Hot,Low,70,87,73.56,Foggy,59,13,Critical,Immediate Barricade,Urgent,Panchayat,26,Repaired,2025-03-15
1334,SEG-2913,Mysuru,Karnataka,27.7277,78.63584,City Road,2,Alligator Crack,20,Hot,Moderate,67,89,126.7,Foggy,1,2,Medium,Fill Pothole,Medium,Highways Dept,28,Temporary Repair,2025-06-20
1335,SEG-2982,Ahmedabad,Gujarat,20.85729,92.34449,Village Road,0,Transverse Crack,34,Humid,Low,32,83,126.24,Clear,5,2,High,Resurface Road,High,Panchayat,66,Temporary Repair,2025-08-26
1336,SEG-1881,Bengaluru,Karnataka,17.96333,86.89991,Village Road,16,Transverse Crack,5,Rainy,Moderate,82,79,34.69,Foggy,20,1,Medium,Fill Pothole,Medium,Panchayat,64,Temporary Repair,2025-06-03
1337,SEG-7011,Warangal,Telangana,21.03169,95.24694,Highway,22,Edge Crack,3,Humid,Low,86,24,20.58,Poor,4,0,Medium,Fill Pothole,Medium,Municipality,66,Repaired,2025-11-10
1338,SEG-9081,Kochi,Kerala,19.07298,68.59973,Highway,2,Transverse Crack,31,Humid,Heavy,72,86,119.72,Poor,18,5,High,Resurface Road,High,Municipality,60,Not Repaired,2025-06-01
1339,SEG-5401,Jaipur,Rajasthan,20.85054,73.34461,Village Road,13,Transverse Crack,24,Dry,Heavy,76,72,53.38,Clear,28,6,High,Resurface Road,High,Panchayat,8,Repaired,2025-11-07
1340,SEG-3853,Bhopal,Madhya Pradesh,9.17391,77.59581,Highway,20,Alligator Crack,35,Hot,Low,68,30,41.02,Poor,22,13,Critical,Immediate Barricade,Urgent,Municipality,66,Repaired,2025-04-13
1341,SEG-8234,Madurai,Tamil Nadu,17.94419,71.48742,Village Road,22,Alligator Crack,34,Humid,Low,30,81,130.0,Clear,21,2,Critical,Immediate Barricade,Urgent,Municipality,45,Not Repaired,2025-06-13
1342,SEG-8931,Bengaluru,Karnataka,26.282,77.94064,City Road,24,Transverse Crack,39,Humid,Low,59,46,14.64,Poor,23,14,Critical,Immediate Barricade,Urgent,Municipality,59,Not Repaired,2025-03-16
1343,SEG-6891,Nagpur,Maharashtra,22.04638,70.60154,Village Road,23,Edge Crack,34,Rainy,Moderate,45,73,32.47,Poor,27,14,Critical,Immediate Barricade,Urgent,Panchayat,55,Temporary Repair,2025-03-18
1344,SEG-7205,Thiruvananthapuram,Kerala,18.971,71.29552,City Road,6,Alligator Crack,20,Rainy,Heavy,90,23,99.67,Poor,28,1,Medium,Fill Pothole,Medium,Municipality,60,Not Repaired,2025-04-28
1345,SEG-6653,Coimbatore,Tamil Nadu,19.26014,73.37903,Village Road,17,Edge Crack,3,Hot,Moderate,54,82,94.92,Foggy,19,12,High,Resurface Road,High,Municipality,57,Repaired,2025-09-16
1346,SEG-4778,Mysuru,Karnataka,14.5861,78.43492,Village Road,18,Longitudinal Crack,8,Dry,Heavy,32,36,121.02,Clear,4,5,High,Resurface Road,High,Highways Dept,60,Repaired,2025-07-11
1347,SEG-7883,Nagpur,Maharashtra,27.45075,89.75661,City Road,2,Transverse Crack,6,Hot,Heavy,75,75,99.03,Clear,4,10,Medium,Fill Pothole,Medium,Panchayat,3,Repaired,2025-02-11
1348,SEG-7839,Nagpur,Maharashtra,18.91637,74.80548,Village Road,1,Longitudinal Crack,13,Dry,Low,31,54,152.36,Foggy,31,4,Medium,Fill Pothole,Medium,Panchayat,32,Not Repaired,2025-03-01
1349,SEG-7565,Surat,Gujarat,14.55852,68.3905,Highway,16,Transverse Crack,37,Humid,Low,79,76,194.77,Poor,37,3,Critical,Immediate Barricade,Urgent,Panchayat,66,Temporary Repair,2025-07-11
1350,SEG-2469,Bengaluru,Karnataka,27.39268,95.85086,Village Road,2,Transverse Crack,33,Hot,Heavy,31,24,98.86,Clear,12,14,High,Resurface Road,High,Municipality,55,Not Repaired,2025-12-21
1351,SEG-7324,Coimbatore,Tamil Nadu,11.95179,89.06135,Village Road,17,Alligator Crack,39,Humid,Heavy,85,49,155.9,Clear,45,14,Critical,Immediate Barricade,Urgent,Panchayat,68,Not Repaired,2025-02-17
1352,SEG-8640,Indore,Madhya Pradesh,26.35527,86.01975,Highway,24,Longitudinal Crack,27,Dry,Low,75,68,68.93,Clear,59,5,Critical,Immediate Barricade,Urgent,Panchayat,64,Not Repaired,2025-09-05
1353,SEG-3625,Madurai,Tamil Nadu,25.03455,84.17333,City Road,8,Edge Crack,34,Hot,Heavy,52,83,155.48,Poor,35,8,Critical,Immediate Barricade,Urgent,Highways Dept,15,Temporary Repair,2025-08-04
1354,SEG-5204,Noida,Uttar Pradesh,15.02168,88.59631,Village Road,10,Alligator Crack,9,Humid,Heavy,40,44,28.26,Foggy,30,14,High,Resurface Road,High,Municipality,34,Repaired,2025-04-16
1355,SEG-2168,Surat,Gujarat,18.01594,84.00952,City Road,18,Longitudinal Crack,13,Rainy,Heavy,97,53,124.39,Clear,11,4,High,Resurface Road,High,Panchayat,49,Not Repaired,2025-03-21
1356,SEG-7065,Mysuru,Karnataka,25.92765,87.67346,Village Road,14,Alligator Crack,8,Rainy,Low,82,34,22.0,Foggy,2,9,High,Resurface Road,High,Highways Dept,54,Temporary Repair,2025-02-13
1357,SEG-2180,Coimbatore,Tamil Nadu,13.62477,92.97027,Highway,14,Longitudinal Crack,11,Rainy,Low,50,51,150.87,Poor,23,6,High,Resurface Road,High,Highways Dept,62,Not Repaired,2025-10-09
1358,SEG-5445,Delhi,Delhi,12.97847,95.63882,Village Road,23,Alligator Crack,3,Hot,Low,76,57,31.96,Clear,30,3,Medium,Fill Pothole,Medium,Panchayat,6,Temporary Repair,2025-05-28
1359,SEG-1486,Coimbatore,Tamil Nadu,12.18505,70.36791,Highway,15,Alligator Crack,16,Humid,Heavy,70,85,53.38,Poor,53,9,High,Resurface Road,High,Panchayat,5,Temporary Repair,2025-05-07
1360,SEG-1516,Ahmedabad,Gujarat,11.56854,96.98877,Village Road,16,Alligator Crack,22,Dry,Low,80,40,93.86,Poor,6,9,High,Resurface Road,High,Highways Dept,7,Repaired,2025-06-22
1361,SEG-2271,Coimbatore,Tamil Nadu,22.41734,75.54406,Highway,11,Longitudinal Crack,39,Rainy,Heavy,53,37,31.21,Clear,14,9,Critical,Immediate Barricade,Urgent,Panchayat,14,Repaired,2025-12-21
1362,SEG-4202,Hyderabad,Telangana,18.9644,70.78362,Village Road,9,Edge Crack,33,Humid,Low,83,50,175.73,Poor,29,0,High,Resurface Road,High,Highways Dept,34,Repaired,2025-02-11
1363,SEG-8133,Chennai,Tamil Nadu,22.54006,71.51969,Village Road,12,Edge Crack,2,Hot,Moderate,100,58,152.52,Poor,22,9,Medium,Fill Pothole,Medium,Municipality,22,Repaired,2025-05-13
1364,SEG-1365,Thiruvananthapuram,Kerala,20.8688,84.07674,Highway,9,Transverse Crack,35,Dry,Low,88,59,100.25,Clear,56,5,High,Resurface Road,High,Highways Dept,59,Not Repaired,2025-06-01
1365,SEG-7908,Thiruvananthapuram,Kerala,19.32337,89.64765,Highway,17,Longitudinal Crack,18,Humid,Low,67,47,192.21,Foggy,41,12,High,Resurface Road,High,Highways Dept,24,Repaired,2025-10-01
1366,SEG-2537,Bengaluru,Karnataka,8.3447,79.98303,Village Road,17,Alligator Crack,37,Humid,Low,77,80,105.87,Clear,22,15,Critical,Immediate Barricade,Urgent,Municipality,21,Not Repaired,2025-04-27
1367,SEG-2026,Jaipur,Rajasthan,23.21087,82.53975,Village Road,18,Edge Crack,22,Dry,Moderate,36,76,93.04,Poor,8,1,High,Resurface Road,High,Highways Dept,41,Temporary Repair,2025-01-14
1368,SEG-6149,Thiruvananthapuram,Kerala,27.61776,89.44534,City Road,15,Edge Crack,12,Hot,Moderate,31,44,4.31,Poor,31,6,High,Resurface Road,High,Highways Dept,32,Not Repaired,2025-09-12
1369,SEG-8751,Mumbai,Maharashtra,17.3893,70.33993,Village Road,21,Edge Crack,21,Hot,Heavy,70,39,24.64,Poor,58,8,Critical,Immediate Barricade,Urgent,Panchayat,49,Repaired,2025-08-22
1370,SEG-8617,Jaipur,Rajasthan,11.00682,89.82395,City Road,18,Transverse Crack,20,Rainy,Low,71,54,112.29,Foggy,18,15,Critical,Immediate Barricade,Urgent,Highways Dept,9,Not Repaired,2025-04-28
1371,SEG-5630,Indore,Madhya Pradesh,25.52134,96.64929,Village Road,8,Edge Crack,39,Dry,Moderate,46,45,122.41,Clear,16,1,High,Resurface Road,High,Municipality,14,Not Repaired,2025-11-18
1372,SEG-7487,Mumbai,Maharashtra,12.75608,79.17963,Highway,19,Longitudinal Crack,3,Humid,Moderate,70,28,134.13,Poor,30,1,Medium,Fill Pothole,Medium,Highways Dept,37,Not Repaired,2025-11-04
1373,SEG-8630,Udaipur,Rajasthan,24.36076,75.47578,Village Road,3,Alligator Crack,8,Dry,Moderate,84,60,70.52,Clear,26,8,Medium,Fill Pothole,Medium,Panchayat,54,Repaired,2025-08-26
1374,SEG-1731,Indore,Madhya Pradesh,11.35327,69.86696,City Road,20,Longitudinal Crack,18,Rainy,Low,54,81,113.97,Poor,5,9,High,Resurface Road,High,Municipality,48,Not Repaired,2025-12-01
1375,SEG-4274,Bhopal,Madhya Pradesh,24.50065,76.36832,Highway,11,Alligator Crack,24,Humid,Heavy,82,77,48.46,Foggy,33,2,High,Resurface Road,High,Municipality,18,Not Repaired,2025-09-25
1376,SEG-4765,Kochi,Kerala,17.47601,92.18764,Highway,21,Longitudinal Crack,19,Humid,Low,72,66,42.1,Foggy,57,15,Critical,Immediate Barricade,Urgent,Municipality,14,Not Repaired,2025-12-28
1377,SEG-7782,Chennai,Tamil Nadu,10.59023,91.8412,City Road,4,Longitudinal Crack,14,Humid,Moderate,34,41,183.05,Clear,58,12,High,Resurface Road,High,Municipality,4,Repaired,2025-11-11
1378,SEG-2642,Noida,Uttar Pradesh,12.92747,90.50782,City Road,1,Alligator Crack,12,Humid,Low,84,42,129.06,Clear,19,5,Medium,Fill Pothole,Medium,Municipality,67,Not Repaired,2025-10-01
1379,SEG-6416,Madurai,Tamil Nadu,12.08095,69.40062,City Road,20,Longitudinal Crack,37,Rainy,Low,96,77,77.33,Foggy,44,11,Critical,Immediate Barricade,Urgent,Panchayat,71,Temporary Repair,2025-01-08
1380,SEG-8603,Jaipur,Rajasthan,9.34908,73.24801,City Road,9,Transverse Crack,16,Humid,Heavy,61,88,121.16,Poor,39,0,Medium,Fill Pothole,Medium,Panchayat,59,Not Repaired,2025-11-27
1381,SEG-9882,Noida,Uttar Pradesh,12.02091,93.5845,City Road,15,Alligator Crack,16,Dry,Low,85,35,127.48,Clear,42,14,High,Resurface Road,High,Municipality,6,Repaired,2025-04-25
1382,SEG-2138,Pune,Maharashtra,8.85658,91.79906,City Road,22,Longitudinal Crack,0,Dry,Moderate,47,52,32.44,Foggy,34,3,Medium,Fill Pothole,Medium,Municipality,38,Not Repaired,2025-02-12
1383,SEG-9466,Mysuru,Karnataka,16.14416,83.53107,City Road,6,Longitudinal Crack,37,Dry,Moderate,54,56,26.54,Poor,19,12,Critical,Immediate Barricade,Urgent,Municipality,70,Temporary Repair,2025-07-04
1384,SEG-5744,Delhi,Delhi,27.4295,75.91157,Village Road,8,Transverse Crack,4,Humid,Moderate,93,82,92.55,Poor,31,8,Medium,Fill Pothole,Medium,Highways Dept,28,Temporary Repair,2025-07-15
1385,SEG-3612,Bhopal,Madhya Pradesh,14.7238,87.36858,Highway,0,Alligator Crack,10,Dry,Heavy,60,67,161.5,Poor,58,4,Low,Seal Cracks,Low,Highways Dept,4,Temporary Repair,2025-07-04
1386,SEG-1238,Ahmedabad,Gujarat,11.43136,72.17668,Village Road,10,Alligator Crack,29,Dry,Heavy,56,71,38.6,Foggy,6,13,Critical,Immediate Barricade,Urgent,Municipality,1,Not Repaired,2025-11-20
1387,SEG-7568,Kochi,Kerala,17.77177,94.6074,Highway,14,Edge Crack,11,Humid,Moderate,42,58,53.05,Foggy,24,12,High,Resurface Road,High,Highways Dept,51,Temporary Repair,2025-02-10
1388,SEG-9683,Ahmedabad,Gujarat,22.31964,78.40157,Village Road,16,Transverse Crack,20,Rainy,Heavy,75,88,8.3,Foggy,30,14,Critical,Immediate Barricade,Urgent,Highways Dept,3,Temporary Repair,2025-12-13
1389,SEG-2164,Delhi,Delhi,11.70594,86.16709,City Road,24,Edge Crack,31,Humid,Low,47,87,119.98,Clear,22,7,Critical,Immediate Barricade,Urgent,Municipality,60,Repaired,2025-01-05
1390,SEG-5842,Kochi,Kerala,13.26754,83.8878,Highway,7,Transverse Crack,28,Dry,Heavy,88,49,27.25,Poor,37,8,High,Resurface Road,High,Municipality,7,Temporary Repair,2025-09-02
1391,SEG-3123,Jaipur,Rajasthan,24.42254,71.00163,City Road,19,Longitudinal Crack,18,Humid,Moderate,97,80,180.24,Clear,34,0,High,Resurface Road,High,Panchayat,20,Repaired,2025-02-28
1392,SEG-5408,Surat,Gujarat,11.02979,94.33646,Village Road,10,Edge Crack,28,Rainy,Moderate,52,90,33.96,Foggy,37,2,High,Resurface Road,High,Municipality,32,Not Repaired,2025-07-17
1393,SEG-9883,Hyderabad,Telangana,11.27137,72.51095,Highway,1,Edge Crack,5,Dry,Heavy,65,57,128.0,Clear,42,0,Low,Seal Cracks,Low,Highways Dept,44,Not Repaired,2025-03-18
1394,SEG-2610,Chennai,Tamil Nadu,22.03419,84.93083,City Road,13,Longitudinal Crack,24,Rainy,Moderate,72,68,97.55,Foggy,4,12,High,Resurface Road,High,Highways Dept,19,Not Repaired,2025-04-20
1395,SEG-6327,Warangal,Telangana,8.10497,85.47947,Village Road,13,Edge Crack,12,Hot,Heavy,85,76,151.7,Poor,32,8,High,Resurface Road,High,Highways Dept,21,Repaired,2025-09-18
1396,SEG-3865,Ahmedabad,Gujarat,10.35513,70.9203,Highway,23,Longitudinal Crack,1,Rainy,Heavy,55,54,14.44,Poor,36,8,High,Resurface Road,High,Panchayat,42,Temporary Repair,2025-04-22
1397,SEG-8825,Coimbatore,Tamil Nadu,12.89048,72.37119,City Road,12,Transverse Crack,32,Dry,Low,69,86,40.03,Clear,11,12,Critical,Immediate Barricade,Urgent,Municipality,47,Temporary Repair,2025-03-07
1398,SEG-3186,Coimbatore,Tamil Nadu,19.05544,91.89416,Village Road,0,Alligator Crack,0,Dry,Moderate,33,49,81.45,Clear,42,7,Low,Seal Cracks,Low,Highways Dept,46,Repaired,2025-09-08
1399,SEG-2842,Chennai,Tamil Nadu,17.29464,81.46736,Village Road,14,Transverse Crack,0,Rainy,Heavy,68,31,179.01,Clear,41,1,Medium,Fill Pothole,Medium,Highways Dept,3,Not Repaired,2025-07-28
1400,SEG-1921,Udaipur,Rajasthan,27.68767,69.52733,Highway,15,Longitudinal Crack,13,Hot,Moderate,84,34,179.03,Foggy,6,14,High,Resurface Road,High,Municipality,14,Repaired,2025-10-28
1401,SEG-8951,Mumbai,Maharashtra,9.45566,68.59632,Highway,6,Alligator Crack,27,Rainy,Moderate,99,63,101.92,Foggy,24,14,High,Resurface Road,High,Municipality,45,Not Repaired,2025-03-03
1402,SEG-8935,Delhi,Delhi,13.84748,83.84059,Highway,19,Alligator Crack,37,Hot,Moderate,39,62,51.77,Clear,40,13,Critical,Immediate Barricade,Urgent,Panchayat,23,Repaired,2025-11-16
1403,SEG-8117,Warangal,Telangana,23.09384,72.25205,Village Road,25,Transverse Crack,15,Rainy,Moderate,55,46,125.88,Poor,52,2,High,Resurface Road,High,Municipality,11,Not Repaired,2025-01-08
1404,SEG-4542,Chennai,Tamil Nadu,26.30453,83.30226,Village Road,2,Edge Crack,4,Dry,Moderate,46,28,163.08,Clear,6,9,Medium,Fill Pothole,Medium,Municipality,24,Not Repaired,2025-06-23
1405,SEG-8101,Indore,Madhya Pradesh,26.40698,78.20535,City Road,17,Transverse Crack,39,Rainy,Moderate,83,45,103.84,Poor,8,3,Critical,Immediate Barricade,Urgent,Panchayat,28,Not Repaired,2025-07-05
1406,SEG-8082,Madurai,Tamil Nadu,12.20836,88.01303,City Road,8,Transverse Crack,18,Hot,Heavy,84,38,176.2,Foggy,25,9,High,Resurface Road,High,Highways Dept,10,Temporary Repair,2025-05-10
1407,SEG-8451,Mysuru,Karnataka,21.55015,85.83429,Highway,20,Alligator Crack,24,Dry,Low,67,84,98.73,Poor,3,2,High,Resurface Road,High,Municipality,65,Not Repaired,2025-03-11
1408,SEG-4513,Warangal,Telangana,17.50737,73.14744,Highway,25,Transverse Crack,36,Hot,Heavy,97,39,70.16,Poor,30,8,Critical,Immediate Barricade,Urgent,Highways Dept,64,Not Repaired,2025-07-22
1409,SEG-9774,Chennai,Tamil Nadu,18.18325,93.38412,City Road,11,Transverse Crack,12,Hot,Moderate,53,41,178.52,Clear,4,7,High,Resurface Road,High,Highways Dept,46,Repaired,2025-04-26
1410,SEG-5488,Pune,Maharashtra,8.16551,81.06389,City Road,9,Transverse Crack,20,Rainy,Low,72,88,159.26,Poor,49,3,High,Resurface Road,High,Panchayat,50,Not Repaired,2025-06-14
1411,SEG-6341,Indore,Madhya Pradesh,18.71571,90.85114,Village Road,24,Alligator Crack,19,Rainy,Low,99,68,12.45,Foggy,21,10,Critical,Immediate Barricade,Urgent,Municipality,64,Temporary Repair,2025-03-05
1412,SEG-5986,Mumbai,Maharashtra,24.48508,68.61209,City Road,23,Transverse Crack,3,Rainy,Low,84,69,172.58,Clear,10,7,High,Resurface Road,High,Panchayat,64,Repaired,2025-07-23
1413,SEG-6598,Nagpur,Maharashtra,8.10674,75.03502,Village Road,15,Edge Crack,14,Rainy,Heavy,70,39,186.02,Clear,9,14,High,Resurface Road,High,Highways Dept,39,Temporary Repair,2025-02-11
1414,SEG-8553,Pune,Maharashtra,24.55362,95.16329,City Road,11,Edge Crack,25,Humid,Heavy,51,81,61.03,Poor,16,12,High,Resurface Road,High,Panchayat,9,Repaired,2025-12-09
1415,SEG-3979,Warangal,Telangana,22.20844,91.9379,City Road,6,Transverse Crack,40,Dry,Heavy,51,33,184.34,Clear,60,4,Critical,Immediate Barricade,Urgent,Municipality,15,Not Repaired,2025-08-25
1416,SEG-2592,Indore,Madhya Pradesh,11.0357,85.96332,City Road,8,Edge Crack,22,Humid,Low,44,63,73.51,Foggy,20,7,High,Resurface Road,High,Panchayat,49,Temporary Repair,2025-01-08
1417,SEG-8822,Hyderabad,Telangana,14.91202,88.60609,City Road,4,Transverse Crack,27,Rainy,Low,30,48,10.42,Poor,59,11,High,Resurface Road,High,Municipality,38,Temporary Repair,2025-01-13
1418,SEG-3380,Pune,Maharashtra,26.13324,87.92539,Village Road,0,Edge Crack,24,Humid,Moderate,31,31,34.15,Poor,8,9,High,Resurface Road,High,Highways Dept,1,Temporary Repair,2025-10-16
1419,SEG-3442,Pune,Maharashtra,20.42998,73.85093,City Road,12,Longitudinal Crack,28,Humid,Low,42,33,161.14,Clear,27,2,High,Resurface Road,High,Municipality,47,Not Repaired,2025-09-22
1420,SEG-3749,Ahmedabad,Gujarat,14.11323,75.90215,Village Road,25,Transverse Crack,1,Hot,Heavy,72,56,189.72,Foggy,23,7,High,Resurface Road,High,Municipality,32,Repaired,2025-03-22
1421,SEG-8681,Mumbai,Maharashtra,11.69419,86.96346,Village Road,0,Transverse Crack,36,Dry,Low,82,66,168.74,Foggy,9,7,High,Resurface Road,High,Panchayat,18,Repaired,2025-12-22
1422,SEG-3002,Kochi,Kerala,13.31151,89.96523,City Road,1,Edge Crack,6,Hot,Moderate,87,45,4.96,Clear,27,0,Low,Seal Cracks,Low,Panchayat,69,Temporary Repair,2025-11-21
1423,SEG-1360,Mysuru,Karnataka,15.30328,83.8143,Village Road,2,Edge Crack,39,Humid,Moderate,50,47,61.59,Foggy,23,5,High,Resurface Road,High,Municipality,67,Not Repaired,2025-02-25
1424,SEG-5079,Mysuru,Karnataka,14.12308,96.89602,Village Road,23,Alligator Crack,22,Rainy,Low,55,21,65.64,Clear,46,9,Critical,Immediate Barricade,Urgent,Highways Dept,21,Not Repaired,2025-09-13
1425,SEG-5810,Indore,Madhya Pradesh,24.87072,86.35202,City Road,18,Transverse Crack,8,Hot,Low,65,66,38.45,Foggy,40,6,High,Resurface Road,High,Panchayat,36,Not Repaired,2025-10-19
1426,SEG-1759,Coimbatore,Tamil Nadu,17.68746,87.77205,Highway,14,Transverse Crack,4,Dry,Moderate,49,21,186.75,Clear,28,3,Medium,Fill Pothole,Medium,Panchayat,47,Not Repaired,2025-05-06
1427,SEG-5301,Surat,Gujarat,11.84068,87.6731,Village Road,5,Edge Crack,22,Rainy,Moderate,54,60,176.16,Foggy,15,0,Medium,Fill Pothole,Medium,Panchayat,37,Repaired,2025-06-27
1428,SEG-8038,Bengaluru,Karnataka,16.04627,78.27998,Village Road,23,Alligator Crack,38,Dry,Heavy,64,84,27.17,Poor,38,9,Critical,Immediate Barricade,Urgent,Municipality,61,Repaired,2025-05-04
1429,SEG-6065,Bengaluru,Karnataka,12.79701,95.18334,Village Road,22,Edge Crack,29,Humid,Heavy,32,70,66.29,Foggy,19,9,Critical,Immediate Barricade,Urgent,Municipality,17,Temporary Repair,2025-02-12
1430,SEG-9263,Nagpur,Maharashtra,26.52146,93.86278,Highway,2,Edge Crack,18,Hot,Moderate,87,57,15.3,Foggy,44,0,Medium,Fill Pothole,Medium,Municipality,33,Not Repaired,2025-10-16
1431,SEG-8920,Coimbatore,Tamil Nadu,18.9523,70.8492,Village Road,23,Transverse Crack,15,Dry,Low,97,60,32.89,Poor,38,15,Critical,Immediate Barricade,Urgent,Panchayat,48,Not Repaired,2025-04-23
1432,SEG-8404,Madurai,Tamil Nadu,25.82186,75.86586,City Road,14,Alligator Crack,21,Hot,Low,87,47,108.88,Poor,20,11,High,Resurface Road,High,Panchayat,68,Not Repaired,2025-12-07
